"timestamp","pressure","latitude","longitude"
2024-07-15 15:55:00,1011.365509,-6.794087552,39.21942121
2024-07-15 15:55:08,1011.403427,-6.795295089,39.21928859
2024-07-15 15:55:16,1011.394043,-6.794542448,39.21936292
2024-07-15 15:55:25,1011.390991,-6.794817798,39.21931858
2024-07-15 15:55:26,1011.403503,-6.794621517,39.21935471
2024-07-15 15:55:27,1011.41037,-6.794471514,39.21938986
2024-07-15 15:55:29,1011.417389,-6.794315934,39.21943695
2024-07-15 15:55:30,1011.408691,-6.794206935,39.21945123
2024-07-15 15:55:31,1011.396713,-6.794119862,39.21947951
2024-07-15 15:55:34,1011.378708,-6.7940215,39.21951538
2024-07-15 15:55:37,1011.366653,-6.793910329,39.21953884
2024-07-15 15:55:39,1011.360931,-6.793811392,39.21956027
2024-07-15 15:55:41,1011.368484,-6.793660335,39.21960327
2024-07-15 15:55:43,1011.373444,-6.793503049,39.21964064
2024-07-15 15:55:45,1011.372986,-6.79338346,39.21967873
2024-07-15 15:55:48,1011.352615,-6.793258497,39.21970508
2024-07-15 15:55:50,1011.335678,-6.793137826,39.21973731
2024-07-15 15:55:51,1011.325989,-6.793044469,39.21975668
2024-07-15 15:55:52,1011.312714,-6.792956897,39.21979488
2024-07-15 15:55:54,1011.309814,-6.792786834,39.21984307
2024-07-15 15:55:55,1011.314087,-6.792688293,39.21986145
2024-07-15 15:55:56,1011.328735,-6.792591775,39.21988906
2024-07-15 15:55:57,1011.359177,-6.792505301,39.21991381
2024-07-15 15:55:58,1011.39328,-6.792400848,39.21992763
2024-07-15 15:55:59,1011.431808,-6.792300519,39.21994303
2024-07-15 15:56:00,1011.4785,-6.792208183,39.21996888
2024-07-15 15:56:01,1011.530457,-6.792111003,39.21999368
2024-07-15 15:56:02,1011.584396,-6.792008325,39.22001546
2024-07-15 15:56:03,1011.628265,-6.791901212,39.22002733
2024-07-15 15:56:04,1011.662598,-6.791779911,39.22006955
2024-07-15 15:56:05,1011.696625,-6.791668305,39.220095
2024-07-15 15:56:06,1011.727982,-6.791548119,39.22012427
2024-07-15 15:56:07,1011.74469,-6.791429214,39.2201513
2024-07-15 15:56:08,1011.758423,-6.791313277,39.22017983
2024-07-15 15:56:09,1011.774063,-6.79120282,39.22020845
2024-07-15 15:56:10,1011.774063,-6.79110277,39.22024081
2024-07-15 15:56:11,1011.769028,-6.791002849,39.22028279
2024-07-15 15:56:12,1011.761627,-6.790893816,39.2203222
2024-07-15 15:56:13,1011.761627,-6.790780982,39.2203602
2024-07-15 15:56:14,1011.764679,-6.790671104,39.22040083
2024-07-15 15:56:15,1011.766739,-6.790556871,39.22045169
2024-07-15 15:56:16,1011.773758,-6.790456832,39.22051037
2024-07-15 15:56:17,1011.779175,-6.790346737,39.22055394
2024-07-15 15:56:18,1011.779175,-6.790252889,39.22061736
2024-07-15 15:56:19,1011.769791,-6.790150138,39.22067648
2024-07-15 15:56:20,1011.754227,-6.790051286,39.22074094
2024-07-15 15:56:21,1011.7379,-6.789947292,39.22082876
2024-07-15 15:56:22,1011.721573,-6.789861998,39.22089288
2024-07-15 15:56:23,1011.702271,-6.789768674,39.22096187
2024-07-15 15:56:24,1011.684647,-6.789676094,39.22103199
2024-07-15 15:56:26,1011.663437,-6.78960131,39.22112321
2024-07-15 15:56:35,1011.585312,-6.789519211,39.22120779
2024-07-15 15:57:30,1011.528244,-6.789410243,39.22126117
2024-07-15 15:57:32,1011.525116,-6.789322787,39.22133059
2024-07-15 15:57:34,1011.526337,-6.789226205,39.22142686
2024-07-15 15:57:36,1011.530991,-6.789118015,39.22152382
2024-07-15 15:57:37,1011.533203,-6.789043493,39.2215906
2024-07-15 15:57:38,1011.533813,-6.788971343,39.22167584
2024-07-15 15:57:39,1011.536026,-6.788893294,39.2217456
2024-07-15 15:57:40,1011.539688,-6.7888251,39.22180709
2024-07-15 15:57:41,1011.542587,-6.78875397,39.22187112
2024-07-15 15:57:42,1011.544266,-6.788679468,39.22193804
2024-07-15 15:57:43,1011.551819,-6.788606656,39.2220037
2024-07-15 15:57:44,1011.557083,-6.788529794,39.2220734
2024-07-15 15:57:45,1011.560745,-6.788449371,39.22214178
2024-07-15 15:57:46,1011.564484,-6.788370206,39.22220663
2024-07-15 15:57:47,1011.570358,-6.788289386,39.22227488
2024-07-15 15:57:48,1011.57753,-6.788207041,39.22233735
2024-07-15 15:57:49,1011.586685,-6.788126513,39.22240369
2024-07-15 15:57:50,1011.591644,-6.788049225,39.22246934
2024-07-15 15:57:51,1011.595917,-6.787959877,39.2225013
2024-07-15 15:57:52,1011.599808,-6.787873976,39.2225415
2024-07-15 15:57:54,1011.607666,-6.787718049,39.22261447
2024-07-15 15:57:55,1011.615677,-6.78763151,39.22265496
2024-07-15 15:57:56,1011.631088,-6.787549951,39.22269313
2024-07-15 15:57:57,1011.65062,-6.787458199,39.22273606
2024-07-15 15:57:58,1011.664581,-6.787354758,39.22277263
2024-07-15 15:57:59,1011.680222,-6.787222094,39.22281588
2024-07-15 15:58:00,1011.698532,-6.78709341,39.22284477
2024-07-15 15:58:01,1011.713791,-6.786966352,39.222887
2024-07-15 15:58:02,1011.723328,-6.786870746,39.2228975
2024-07-15 15:58:04,1011.740494,-6.786713723,39.222907
2024-07-15 15:58:06,1011.752472,-6.786524627,39.22294012
2024-07-15 15:58:07,1011.755295,-6.786430435,39.22294784
2024-07-15 15:58:08,1011.75972,-6.786338287,39.22295355
2024-07-15 15:58:09,1011.762543,-6.786247553,39.22295149
2024-07-15 15:58:10,1011.762543,-6.786155126,39.22294285
2024-07-15 15:58:12,1011.760559,-6.785980508,39.22293626
2024-07-15 15:58:13,1011.758499,-6.785884756,39.22294084
2024-07-15 15:58:14,1011.758499,-6.785786306,39.2229281
2024-07-15 15:58:15,1011.758957,-6.785693075,39.22290596
2024-07-15 15:58:16,1011.763,-6.785587381,39.22289693
2024-07-15 15:58:17,1011.77536,-6.785485076,39.22289435
2024-07-15 15:58:18,1011.792526,-6.785367348,39.22289178
2024-07-15 15:58:20,1011.837158,-6.785175938,39.22285792
2024-07-15 15:58:21,1011.853638,-6.785066256,39.22283938
2024-07-15 15:58:22,1011.860962,-6.784967954,39.22283815
2024-07-15 15:58:23,1011.860962,-6.784874849,39.22283984
2024-07-15 15:58:25,1011.845398,-6.784719873,39.2228175
2024-07-15 15:58:27,1011.825714,-6.784562421,39.22280039
2024-07-15 15:58:29,1011.820679,-6.784401306,39.22279187
2024-07-15 15:58:30,1011.829224,-6.784309624,39.22278767
2024-07-15 15:58:32,1011.864166,-6.784145511,39.2227588
2024-07-15 15:58:34,1011.893463,-6.783963741,39.2227521
2024-07-15 15:58:35,1011.893463,-6.783873869,39.22273491
2024-07-15 15:58:36,1011.890106,-6.783780001,39.22273437
2024-07-15 15:58:38,1011.885147,-6.783614514,39.22272083
2024-07-15 15:58:40,1011.891403,-6.783481517,39.22268911
2024-07-15 15:58:42,1011.916885,-6.78336332,39.2226762
2024-07-15 15:58:44,1011.942596,-6.783226596,39.22264523
2024-07-15 15:58:46,1011.961517,-6.783135164,39.22263342
2024-07-15 15:58:49,1011.961365,-6.783045878,39.2226151
2024-07-15 15:58:53,1011.934586,-6.782925863,39.22261647
2024-07-15 15:58:55,1011.92215,-6.782831682,39.22259026
2024-07-15 15:58:57,1011.920013,-6.78266117,39.22257841
2024-07-15 15:58:58,1011.924591,-6.782567045,39.22257675
2024-07-15 15:59:00,1011.936111,-6.782401374,39.22256406
2024-07-15 15:59:01,1011.940842,-6.782310506,39.2225782
2024-07-15 15:59:03,1011.960068,-6.782085543,39.22261079
2024-07-15 15:59:04,1011.968384,-6.781961728,39.22263995
2024-07-15 15:59:06,1011.983948,-6.781798691,39.22272542
2024-07-15 15:59:08,1011.997986,-6.781640421,39.222807
2024-07-15 15:59:09,1012.006912,-6.781530843,39.22285903
2024-07-15 15:59:10,1012.020264,-6.781430172,39.2229145
2024-07-15 15:59:11,1012.032776,-6.781349049,39.22298375
2024-07-15 15:59:12,1012.04834,-6.781270714,39.22303111
2024-07-15 15:59:13,1012.065659,-6.781192189,39.22307852
2024-07-15 15:59:14,1012.081757,-6.781109051,39.22312925
2024-07-15 15:59:16,1012.110138,-6.781019339,39.22321387
2024-07-15 15:59:19,1012.111511,-6.780958333,39.22328514
2024-07-15 15:59:25,1012.077789,-6.781009731,39.22320577
2024-07-15 16:00:24,1012.070084,-6.780877972,39.2232791
2024-07-15 16:00:27,1012.079239,-6.780824326,39.22336631
2024-07-15 16:00:29,1012.080688,-6.780759197,39.22345601
2024-07-15 16:00:31,1012.077637,-6.780689081,39.22357204
2024-07-15 16:00:33,1012.072754,-6.780575417,39.22370478
2024-07-15 16:00:35,1012.078934,-6.780491013,39.22384822
2024-07-15 16:00:37,1012.085876,-6.780399297,39.22400463
2024-07-15 16:00:38,1012.093811,-6.780356248,39.22408815
2024-07-15 16:00:39,1012.10556,-6.780311592,39.22417285
2024-07-15 16:00:40,1012.115707,-6.780264641,39.22425291
2024-07-15 16:00:41,1012.128525,-6.780211377,39.22432801
2024-07-15 16:00:43,1012.153091,-6.780124602,39.224468
2024-07-15 16:00:45,1012.163239,-6.780049159,39.2245868
2024-07-15 16:00:47,1012.167206,-6.779968148,39.22471468
2024-07-15 16:00:49,1012.177353,-6.779902572,39.22482946
2024-07-15 16:00:51,1012.192917,-6.779815565,39.2249633
2024-07-15 16:00:53,1012.205887,-6.779739345,39.2250838
2024-07-15 16:00:55,1012.210007,-6.779672057,39.22519288
2024-07-15 16:00:57,1012.221222,-6.779595884,39.22531676
2024-07-15 16:00:59,1012.245331,-6.779516074,39.22544657
2024-07-15 16:01:01,1012.282791,-6.779420274,39.22558083
2024-07-15 16:01:03,1012.317429,-6.779347383,39.22570789
2024-07-15 16:01:06,1012.349548,-6.7792986,39.22579085
2024-07-15 16:01:11,1012.32605,-6.77921023,39.22585217
2024-07-15 16:01:13,1012.323914,-6.779152202,39.22596539
2024-07-15 16:01:14,1012.323914,-6.779107159,39.22576465
2024-07-15 16:01:15,1012.326584,-6.778923761,39.22565451
2024-07-15 16:01:16,1012.333908,-6.778742193,39.22569318
2024-07-15 16:01:18,1012.351456,-6.778727828,39.22608577
2024-07-15 16:01:20,1012.387085,-6.778599117,39.22610737
2024-07-15 16:01:21,1012.407532,-6.778775726,39.22659015
2024-07-15 16:01:22,1012.426529,-6.778727609,39.22666966
2024-07-15 16:01:24,1012.456131,-6.778638668,39.2268157
2024-07-15 16:01:25,1012.466888,-6.778590744,39.22689562
2024-07-15 16:01:26,1012.480087,-6.778540488,39.22697898
2024-07-15 16:01:27,1012.494659,-6.778492171,39.22705912
2024-07-15 16:01:28,1012.512512,-6.778443532,39.22713979
2024-07-15 16:01:29,1012.533798,-6.778394984,39.22722032
2024-07-15 16:01:30,1012.556534,-6.778344433,39.22730416
2024-07-15 16:01:31,1012.572327,-6.778292281,39.22739067
2024-07-15 16:01:33,1012.601624,-6.778219491,39.2275452
2024-07-15 16:01:35,1012.630463,-6.778139919,39.22771306
2024-07-15 16:01:36,1012.641678,-6.778092684,39.22780154
2024-07-15 16:01:37,1012.65007,-6.778044684,39.22788882
2024-07-15 16:01:38,1012.664566,-6.777983301,39.22795986
2024-07-15 16:01:39,1012.683868,-6.777923631,39.22804066
2024-07-15 16:01:40,1012.698441,-6.777872302,39.22812228
2024-07-15 16:01:42,1012.748947,-6.777786454,39.22825774
2024-07-15 16:01:44,1012.789307,-6.777710804,39.22838392
2024-07-15 16:01:46,1012.821732,-6.777655171,39.228478
2024-07-15 16:02:50,1012.794342,-6.777584068,39.22858433
2024-07-15 16:02:52,1012.7948,-6.777511779,39.2286891
2024-07-15 16:02:54,1012.797775,-6.777432975,39.22883239
2024-07-15 16:02:56,1012.810364,-6.777341456,39.22898378
2024-07-15 16:02:58,1012.825623,-6.777243203,39.22913517
2024-07-15 16:02:59,1012.837448,-6.777199468,39.22923161
2024-07-15 16:03:00,1012.848892,-6.777140944,39.22931134
2024-07-15 16:03:01,1012.860413,-6.777072948,39.22939077
2024-07-15 16:03:02,1012.872086,-6.777004639,39.22947107
2024-07-15 16:03:03,1012.886658,-6.776934053,39.22954447
2024-07-15 16:03:04,1012.895737,-6.776861481,39.22961377
2024-07-15 16:03:05,1012.902756,-6.77678208,39.22968906
2024-07-15 16:03:06,1012.910156,-6.776705441,39.22975659
2024-07-15 16:03:07,1012.919617,-6.776625404,39.22982418
2024-07-15 16:03:08,1012.931213,-6.776545113,39.22989459
2024-07-15 16:03:09,1012.941971,-6.776467674,39.22996461
2024-07-15 16:03:10,1012.95784,-6.77638851,39.2300287
2024-07-15 16:03:11,1012.977219,-6.776306612,39.2300977
2024-07-15 16:03:12,1012.992935,-6.77622096,39.23016522
2024-07-15 16:03:13,1013.005142,-6.776140072,39.23023117
2024-07-15 16:03:14,1013.020935,-6.776059938,39.23029388
2024-07-15 16:03:15,1013.030548,-6.775976233,39.23035786
2024-07-15 16:03:16,1013.038864,-6.775898179,39.23041865
2024-07-15 16:03:17,1013.043671,-6.775823215,39.23047368
2024-07-15 16:03:18,1013.043671,-6.775747476,39.23052931
2024-07-15 16:03:20,1013.030548,-6.77562017,39.2306353
2024-07-15 16:03:22,1013.024139,-6.775477605,39.23075407
2024-07-15 16:03:23,1013.037491,-6.775403843,39.23081505
2024-07-15 16:03:24,1013.064728,-6.775325604,39.23087282
2024-07-15 16:03:25,1013.090057,-6.7752475,39.2309314
2024-07-15 16:03:27,1013.152618,-6.77510844,39.23102803
2024-07-15 16:03:29,1013.191605,-6.775001357,39.2310988
2024-07-15 16:03:32,1013.195877,-6.774932571,39.23116267
2024-07-15 16:03:35,1013.172989,-6.774845766,39.23123264
2024-07-15 16:03:37,1013.160172,-6.774755079,39.23131661
2024-07-15 16:03:39,1013.149338,-6.774642978,39.23141961
2024-07-15 16:03:41,1013.139114,-6.774535772,39.23154944
2024-07-15 16:03:42,1013.135986,-6.774479206,39.23162281
2024-07-15 16:03:43,1013.134079,-6.774423463,39.2317013
2024-07-15 16:03:44,1013.130646,-6.774372464,39.23178649
2024-07-15 16:03:45,1013.130646,-6.774326438,39.23187653
2024-07-15 16:03:46,1013.136749,-6.774278305,39.23197128
2024-07-15 16:03:47,1013.143082,-6.774246155,39.23206549
2024-07-15 16:03:48,1013.145523,-6.774217663,39.23215924
2024-07-15 16:03:49,1013.155518,-6.774190119,39.23226001
2024-07-15 16:03:50,1013.168182,-6.774171239,39.23236409
2024-07-15 16:03:51,1013.181305,-6.774155917,39.2324697
2024-07-15 16:03:52,1013.189163,-6.774154021,39.23257727
2024-07-15 16:03:53,1013.205566,-6.774136478,39.23267965
2024-07-15 16:03:54,1013.225784,-6.774154,39.23278805
2024-07-15 16:03:56,1013.275986,-6.774174788,39.23295978
2024-07-15 16:03:58,1013.347473,-6.774195903,39.23309115
2024-07-15 16:04:05,1013.386078,-6.774213599,39.23318311
2024-07-15 16:05:09,1013.38501,-6.774228069,39.23329812
2024-07-15 16:05:12,1013.381577,-6.77425114,39.23343752
2024-07-15 16:05:14,1013.384857,-6.774268003,39.23355387
2024-07-15 16:05:16,1013.398361,-6.774287476,39.23368678
2024-07-15 16:05:18,1013.408051,-6.774302305,39.23381856
2024-07-15 16:05:20,1013.416672,-6.774317661,39.23395141
2024-07-15 16:05:22,1013.41835,-6.774319957,39.23408736
2024-07-15 16:05:24,1013.419418,-6.774314035,39.23425349
2024-07-15 16:05:25,1013.421707,-6.774301454,39.23435446
2024-07-15 16:05:26,1013.425674,-6.774282373,39.23445721
2024-07-15 16:05:27,1013.432007,-6.774257293,39.23455964
2024-07-15 16:05:28,1013.437729,-6.774225747,39.23465825
2024-07-15 16:05:29,1013.441162,-6.774178098,39.23476806
2024-07-15 16:05:30,1013.443527,-6.774107963,39.23486538
2024-07-15 16:05:31,1013.443527,-6.774043493,39.23496976
2024-07-15 16:05:32,1013.453598,-6.773971062,39.23506397
2024-07-15 16:05:33,1013.462524,-6.773886475,39.23515762
2024-07-15 16:05:34,1013.466263,-6.773796308,39.23524749
2024-07-15 16:05:35,1013.485489,-6.773696462,39.23533813
2024-07-15 16:05:36,1013.499222,-6.773610646,39.23543124
2024-07-15 16:05:37,1013.50296,-6.773511159,39.2355117
2024-07-15 16:05:38,1013.508835,-6.77341756,39.23558739
2024-07-15 16:05:39,1013.522263,-6.773317378,39.23566517
2024-07-15 16:05:40,1013.53714,-6.773208551,39.23576812
2024-07-15 16:05:41,1013.559189,-6.773111895,39.2358402
2024-07-15 16:05:42,1013.58345,-6.773025322,39.2359059
2024-07-15 16:05:43,1013.604813,-6.772949422,39.2359602
2024-07-15 16:05:45,1013.636246,-6.772811839,39.2360533
2024-07-15 16:05:47,1013.647385,-6.77272134,39.23615082
2024-07-15 16:05:49,1013.659363,-6.772624389,39.23623328
2024-07-15 16:05:51,1013.677597,-6.772529761,39.23630825
2024-07-15 16:05:54,1013.714905,-6.772432322,39.23638478
2024-07-15 16:08:22,1013.717041,-6.772345787,39.23641979
2024-07-15 16:08:34,1013.690491,-6.772275287,39.23647956
2024-07-15 16:08:37,1013.719864,-6.772186133,39.23654439
2024-07-15 16:08:39,1013.73558,-6.772095384,39.23662392
2024-07-15 16:08:41,1013.740082,-6.772019368,39.23668871
2024-07-15 16:08:43,1013.756638,-6.771934571,39.23675667
2024-07-15 16:08:46,1013.765335,-6.771862886,39.23681773
2024-07-15 16:08:56,1013.786392,-6.771755106,39.23685515
